defined_class	defined_class_label	v0	v0_label	v1	v1_label	v2	v2_label
http://purl.obolibrary.org/obo/FBbt_00100117	chemosensory neuron of ventral double row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00100108	chemosensory ventral double row bristle	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00100110	chemosensory neuron of ventral triple row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004335	chemosensory ventral triple row bristle	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00100131	chemosensory sensillum of the female genitalia	http://purl.obolibrary.org/obo/FBbt_00007152	sensillum	http://purl.obolibrary.org/obo/FBbt_00004827	female genitalia	http://purl.obolibrary.org/obo/GO_0050907	detection of chemical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100477	embryonic/larval cholinergic antennal lobe projection neuron	http://purl.obolibrary.org/obo/FBbt_00007225	embryonic/larval antennal lobe projection neuron	http://purl.obolibrary.org/obo/FBbt_00001920	embryonic/larval brain	http://purl.obolibrary.org/obo/GO_0014055	acetylcholine secretion, neurotransmission
http://purl.obolibrary.org/obo/FBbt_00100116	giant sensillum of the dorsal radius neuron	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004083	giant sensillum of the dorsal radius	http://purl.obolibrary.org/obo/GO_0050906	detection of stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100147	gustatory receptor neuron of the epiphysis	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00007281	epiphysis	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00100149	gustatory receptor neuron of the hypopharyngeal organ	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00002665	hypopharyngeal organ	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00100148	gustatory receptor neuron of the hypophysis	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00002719	hypophysis	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00100146	gustatory receptor neuron of the ventral organ	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00002707	ventral organ	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00004162	labellar taste bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004531	labellum	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00004163	labellar taste peg	http://purl.obolibrary.org/obo/FBbt_00005196	peg sensillum	http://purl.obolibrary.org/obo/FBbt_00004531	labellum	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00048080	leg mechanosensory bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004640	leg	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00007409	leg taste bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004640	leg	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00007353	maxillary palp olfactory receptor neuron	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004159	maxillary palp sensillum basiconicum	http://purl.obolibrary.org/obo/GO_0050911	detection of chemical stimulus involved in sensory perception of smell
http://purl.obolibrary.org/obo/FBbt_00004147	mechanosensory labral sensillum	http://purl.obolibrary.org/obo/FBbt_00007152	sensillum	http://purl.obolibrary.org/obo/FBbt_00003130	adult hypopharynx	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111220	mechanosensory neuron of anterior dorsocentral bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004307	anterior dorsocentral bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111213	mechanosensory neuron of anterior notopleural bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004301	anterior notopleural bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111218	mechanosensory neuron of anterior postalar bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004310	anterior postalar bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111222	mechanosensory neuron of anterior scutellar bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004313	anterior scutellar bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111215	mechanosensory neuron of anterior supraalar bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004304	anterior supraalar bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100194	mechanosensory neuron of chemosensory dorsal double row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00100191	chemosensory dorsal double row bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100196	mechanosensory neuron of chemosensory ventral double row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00100108	chemosensory ventral double row bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100197	mechanosensory neuron of chemosensory ventral triple row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004335	chemosensory ventral triple row bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100101	mechanosensory neuron of dorsal row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004137	dorsal row bristle of the cibarium	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100105	mechanosensory neuron of dorsal triple row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00100103	dorsal triple row bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111224	mechanosensory neuron of humeral bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004249	humeral bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00047346	mechanosensory neuron of interommatidial bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004133	interommatidial bristle	http://purl.obolibrary.org/obo/GO_0050954	sensory perception of mechanical stimulus
http://purl.obolibrary.org/obo/FBbt_00100195	mechanosensory neuron of mechanosensory dorsal double row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00100192	mechanosensory dorsal double row bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100111	mechanosensory neuron of mechanosensory ventral triple row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004336	mechanosensory ventral triple row bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100190	mechanosensory neuron of medial triple row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00100150	medial triple row bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111221	mechanosensory neuron of posterior dorsocentral bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004308	posterior dorsocentral bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111214	mechanosensory neuron of posterior notopleural bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004302	posterior notopleural bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111219	mechanosensory neuron of posterior postalar bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004311	posterior postalar bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111223	mechanosensory neuron of posterior scutellar bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004314	posterior scutellar bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111216	mechanosensory neuron of posterior supraalar bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004305	posterior supraalar bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111217	mechanosensory neuron of presutural bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004299	presutural bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100118	mechanosensory neuron of ventral double row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00100109	mechanosensory ventral double row bristle	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00100102	mechanosensory neuron of ventral row bristle	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00004138	ventral row bristle of the cibarium	http://purl.obolibrary.org/obo/GO_0050974	detection of mechanical stimulus involved in sensory perception
http://purl.obolibrary.org/obo/FBbt_00111618	mesothoracic leg tarsal taste bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004690	mesothoracic tarsal segment	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00004363	mesothoracic leg taste bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004685	mesothoracic leg	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00111619	metathoracic leg tarsal taste bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004712	metathoracic tarsal segment	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00004421	metathoracic leg taste bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004707	metathoracic leg	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00007190	olfactory receptor neuron of dorsal organ	http://purl.obolibrary.org/obo/FBbt_00005106	neuron	http://purl.obolibrary.org/obo/FBbt_00007189	central dome sensillum	http://purl.obolibrary.org/obo/GO_0050911	detection of chemical stimulus involved in sensory perception of smell
http://purl.obolibrary.org/obo/FBbt_00111617	prothoracic leg tarsal taste bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004668	prothoracic tarsal segment	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
http://purl.obolibrary.org/obo/FBbt_00004253	prothoracic leg taste bristle	http://purl.obolibrary.org/obo/FBbt_00005177	chaeta	http://purl.obolibrary.org/obo/FBbt_00004663	prothoracic leg	http://purl.obolibrary.org/obo/GO_0050912	detection of chemical stimulus involved in sensory perception of taste
